id;color;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
299;white;6.2;0.1;0.41;1;0.04;17;76;0.98988;3.14;0.56;11.4;7
300;white;7.4;0.155;0.34;2.3;0.045;73.5;214;0.9934;3.18;0.61;9.9;7
301;red;9.1;0.21;0.37;1.6;0.067;6;10;0.99552;3.23;0.58;11.1;7
302;red;7.2;0.36;0.46;2.1;0.074;24;44;0.99534;3.4;0.85;11;7
303;white;6.1;1.1;0.16;4.4;0.033;8;109;0.99058;3.35;0.47;12.4;4
304;red;6.7;0.16;0.64;2.1;0.059;24;52;0.99494;3.34;0.71;11.2;6
305;white;7.8;0.29;0.36;7;0.042;38;161;0.9941;3.26;0.37;11.2;8
306;white;6;0.36;0.16;6.3;0.036;36;191;0.9942;3.17;0.62;9.8;5
307;white;6.6;0.56;0.15;10;0.037;38;157;0.99642;3.28;0.52;9.4;5
308;white;7.4;0.35;0.24;6;0.042;28;123;0.99304;3.14;0.44;11.3;5
309;red;7.3;0.91;0.1;1.8;0.074;20;56;0.99672;3.35;0.56;9.2;5
310;white;5.7;0.28;0.36;1.8;0.041;38;90;0.99002;3.27;0.98;11.9;7
311;red;8.4;0.62;0.09;2.2;0.084;11;108;0.9964;3.15;0.66;9.8;5
312;white;7.5;0.34;0.35;6;0.034;12;126;0.9924;3.16;0.39;12;7
313;white;7.1;0.15;0.34;1;0.033;27;73;0.98974;3.24;0.41;12.2;6
314;red;11.4;0.6;0.49;2.7;0.085;10;41;0.9994;3.15;0.63;10.5;6
315;red;11.5;0.18;0.51;4;0.104;4;23;0.9996;3.28;0.97;10.1;6
316;white;7.5;0.16;0.38;12.7;0.043;70.5;163;0.99706;3.15;0.82;10.4;7
317;white;6.8;0.19;0.32;7.05;0.019;54;188;0.9935;3.25;0.37;11.1;8
318;white;7.7;0.3;0.23;2;0.068;28;138;0.99382;3.11;0.62;9.8;5
319;white;7.1;0.34;0.31;5.2;0.032;36;140;0.99166;3.35;0.47;12.3;7
320;red;8.3;0.54;0.28;1.9;0.077;11;40;0.9978;3.39;0.61;10;6
321;white;6;0.24;0.41;1.3;0.036;42;118;0.99018;3.04;0.64;11.75;6
322;white;6.5;0.29;0.52;7.9;0.049;35;192;0.99551;3.16;0.51;9.5;6
323;white;7.3;0.2;0.37;1.2;0.037;48;119;0.992;3.32;0.49;10.9;6
324;white;6.5;0.425;0.4;13.1;0.038;59;241;0.9979;3.23;0.57;9;5
325;red;8.4;0.36;0.32;2.2;0.081;32;79;0.9964;3.3;0.72;11;6
326;red;5.3;0.47;0.11;2.2;0.048;16;89;0.99182;3.54;0.88;13.6;7
327;white;6.9;0.26;0.27;4.2;0.031;20;80;0.99089;3.12;0.39;11.5;6
328;white;7.1;0.18;0.26;1.3;0.041;20;71;0.9926;3.04;0.74;9.9;6
329;white;6.8;0.18;0.3;12.8;0.062;19;171;0.99808;3;0.52;9;7
330;red;11.7;0.49;0.49;2.2;0.083;5;15;1;3.19;0.43;9.2;5
331;white;6.6;0.26;0.24;7.2;0.038;28;137;0.9952;3.35;0.6;10.4;6
332;white;6.9;0.26;0.49;1.6;0.058;39;166;0.9965;3.65;0.52;9.4;4
333;white;8;0.27;0.24;1.2;0.044;20;102;0.9929;3.28;0.42;10.9;5
334;red;6.8;0.59;0.06;6;0.06;11;18;0.9962;3.41;0.59;10.8;7
335;white;6.8;0.21;0.42;1.2;0.045;24;126;0.99234;3.09;0.87;10.9;6
336;white;7.8;0.49;0.49;7;0.043;29;149;0.9952;3.21;0.33;10;5
337;white;7.3;0.26;0.3;9.3;0.05;35;154;0.99581;3.21;0.5;10.4;6
338;white;7.4;0.35;0.2;13.9;0.054;63;229;0.99888;3.11;0.5;8.9;6
339;white;6.9;0.28;0.33;1.2;0.039;16;98;0.9904;3.07;0.39;11.7;6
340;white;7.3;0.24;0.34;7.5;0.048;29;152;0.9962;3.1;0.54;9;5
341;red;6.4;0.63;0.21;1.6;0.08;12;32;0.99689;3.58;0.66;9.8;5
342;white;6.1;0.34;0.24;18.35;0.05;33;184;0.99943;3.12;0.61;9.3;5
343;white;7.4;0.2;0.43;7.8;0.045;27;153;0.9964;3.19;0.55;9;7
344;white;6.8;0.25;0.37;3.1;0.026;29;93;0.99035;3.14;0.45;12.2;6
345;red;7.8;0.39;0.42;2;0.086;9;21;0.99526;3.39;0.66;11.6;6
346;red;7.7;0.61;0.18;2.4;0.083;6;20;0.9963;3.29;0.6;10.2;6
347;red;8.2;0.635;0.1;2.1;0.073;25;60;0.99638;3.29;0.75;10.9;6
348;white;6.5;0.17;0.31;1.5;0.041;34;121;0.99092;3.06;0.46;10.5;6
349;red;7.4;0.785;0.19;5.2;0.094;19;98;0.99713;3.16;0.52;9.56666666666667;6
350;red;9.6;0.56;0.31;2.8;0.089;15;46;0.9979;3.11;0.92;10;6
351;red;4.6;0.52;0.15;2.1;0.054;8;65;0.9934;3.9;0.56;13.1;4
352;white;5.8;0.26;0.18;1.2;0.031;40;114;0.9908;3.42;0.4;11;7
353;white;5.7;0.25;0.21;1.5;0.044;21;108;0.99142;3.3;0.59;11;6
354;white;6.2;0.3;0.3;2.5;0.041;29;82;0.99065;3.31;0.61;11.8;7
355;white;6.6;0.56;0.15;10;0.037;38;157;0.99642;3.28;0.52;9.4;5
356;white;6.6;0.23;0.32;0.9;0.041;25;79;0.9926;3.39;0.54;10.2;7
357;white;7.4;0.18;0.3;8.8;0.064;26;103;0.9961;2.94;0.56;9.3;5
358;white;7.8;0.15;0.34;1.1;0.035;31;93;0.99096;3.07;0.72;11.3;7
359;white;8.4;0.58;0.27;12.15;0.033;37;116;0.9959;2.99;0.39;10.8;6
360;white;6.2;0.2;0.26;9.7;0.03;39;102;0.9908;3.08;0.56;12.9;7
361;white;6.7;0.31;0.18;7.7;0.043;57;200;0.99566;3.17;0.44;9.4;6
362;red;7.9;0.6;0.06;1.6;0.069;15;59;0.9964;3.3;0.46;9.4;5
363;white;6.4;0.3;0.27;4.4;0.055;17;135;0.9925;3.23;0.44;12.2;6
364;red;9.1;0.68;0.11;2.8;0.093;11;44;0.99888;3.31;0.55;9.5;6
365;white;6.3;0.12;0.36;2.1;0.044;47;146;0.9914;3.27;0.74;11.4;7
366;red;8.9;0.4;0.51;2.6;0.052;13;27;0.995;3.32;0.9;13.4;7
367;white;6.6;0.21;0.36;0.8;0.034;48;113;0.99165;3.24;0.68;10.5;6
368;white;6.9;0.19;0.35;13.5;0.038;49;118;0.99546;3;0.63;10.7;6
369;white;6.6;0.28;0.3;12.9;0.033;31;177;0.99479;3.12;0.39;11.2;6
370;white;8.1;0.2;0.28;0.9;0.023;49;87;0.99062;2.92;0.36;11.1;6
371;white;6.9;0.25;0.35;1.3;0.039;29;191;0.9908;3.13;0.52;11;6
372;white;7.1;0.28;0.26;2.8;0.039;50;118;0.9908;3.06;0.59;11.2;6
373;white;6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6
374;white;7.3;0.22;0.37;14.3;0.063;48;191;0.9978;2.89;0.38;9;6
375;white;7.4;0.26;0.3;7.9;0.049;38;157;0.9963;3.13;0.48;8.9;6
376;red;5.4;0.42;0.27;2;0.092;23;55;0.99471;3.78;0.64;12.3;7
377;white;7.2;0.28;0.3;10.7;0.044;61;222;0.9972;3.14;0.5;9.1;6
378;white;7.6;0.36;0.49;11.3;0.046;87;221;0.9984;3.01;0.43;9.2;5
379;white;6.5;0.24;0.32;7.6;0.038;48;203;0.9958;3.45;0.54;9.7;7
380;red;8.2;0.73;0.21;1.7;0.074;5;13;0.9968;3.2;0.52;9.5;5
381;red;7;0.57;0.02;2;0.072;17;26;0.99575;3.36;0.61;10.2;5
382;white;7.1;0.34;0.15;1.2;0.053;61;183;0.9936;3.09;0.43;9.2;5
383;white;8.4;0.23;0.49;7.8;0.035;22;95;0.9935;3.04;0.34;12;6
384;white;8.7;0.23;0.32;13.4;0.044;35;169;0.99975;3.12;0.47;8.8;7
385;white;8;0.27;0.57;10.4;0.053;18;134;0.99732;3.12;0.68;9;5
386;white;6;0.19;0.26;12.4;0.048;50;147;0.9972;3.3;0.36;8.9;6
387;white;6.6;0.36;0.28;6.1;0.029;12;93;0.99054;3.19;0.27;12.8;7
388;red;12.4;0.42;0.49;4.6;0.073;19;43;0.9978;3.02;0.61;9.5;5
389;white;7.2;0.32;0.47;5.1;0.044;19;65;0.991;3.03;0.41;12.6;4
390;white;8.4;0.23;0.32;1.3;0.048;59;113;0.99178;3.1;0.55;11;6
391;white;6.7;0.18;0.28;10.2;0.039;29;115;0.99469;3.11;0.45;10.9;7
392;white;7.2;0.27;0.31;1.2;0.031;27;80;0.98892;3.03;0.33;12.7;6
393;white;7.6;0.27;0.29;2.5;0.059;37;115;0.99328;3.09;0.37;9.8;5
394;white;9;0.55;0.3;8.1;0.026;14;71;0.993;2.94;0.36;11.8;5
395;red;6.9;0.4;0.24;2.5;0.083;30;45;0.9959;3.26;0.58;10;5
396;white;8.4;0.22;0.3;1.3;0.038;45;122;0.99178;3.13;0.54;10.8;7
397;white;6.8;0.32;0.39;9.6;0.026;34;124;0.99286;3.18;0.35;12.1;6
398;red;7.6;0.95;0.03;2;0.09;7;20;0.9959;3.2;0.56;9.6;5
399;white;5.9;0.3;0.47;7.85;0.03;19;133;0.9933;3.52;0.43;11.5;7
400;white;8;0.44;0.49;9.1;0.031;46;151;0.9926;3.16;0.27;12.7;8
401;white;6.3;0.26;0.49;1.5;0.052;34;134;0.9924;2.99;0.61;9.8;6
402;red;7.2;0.58;0.54;2.1;0.114;3;9;0.99719;3.33;0.57;10.3;4
403;white;6.8;0.26;0.4;7.5;0.046;45;179;0.99583;3.2;0.49;9.3;5
404;white;6;0.17;0.3;7.3;0.039;39;104;0.99252;2.91;0.57;11;6
405;white;7;0.27;0.36;20.7;0.045;45;170;1.001;3;0.45;8.8;6
406;white;6.8;0.26;0.33;1.5;0.047;44;167;0.9928;3.12;0.44;10.5;6
407;white;5.4;0.46;0.15;2.1;0.026;29;130;0.98953;3.39;0.77;13.4;8
408;white;6.9;0.25;0.3;4.1;0.054;23;116;0.994;2.99;0.38;9.4;6
409;red;11.5;0.3;0.6;2;0.067;12;27;0.9981;3.11;0.97;10.1;6
410;white;7.5;0.17;0.71;11.8;0.038;52;148;0.99801;3.03;0.46;8.9;5
411;white;6.4;0.32;0.26;7.9;0.05;53;180;0.99514;3.14;0.5;9.6;5
412;white;7;0.32;0.24;6.2;0.048;31;228;0.9957;3.23;0.62;9.4;6
413;white;6.6;0.38;0.29;2.9;0.035;15;101;0.98916;3.04;0.37;12.5;6
414;white;6.5;0.14;0.32;2.7;0.037;18;89;0.9924;3.4;0.74;11.5;7
415;white;7.1;0.26;0.29;12.4;0.044;62;240;0.9969;3.04;0.42;9.2;6
416;red;7.7;0.54;0.26;1.9;0.089;23;147;0.99636;3.26;0.59;9.7;5
417;white;5.7;0.25;0.26;12.5;0.049;52.5;120;0.99691;3.08;0.45;9.4;6
418;white;7.6;0.23;0.26;15.3;0.067;32;166;0.9986;3.03;0.44;9.2;4
419;red;6.9;0.39;0.24;2.1;0.102;4;7;0.99462;3.44;0.58;11.4;4
420;red;7.3;0.59;0.26;2;0.08;17;104;0.99584;3.28;0.52;9.9;5
421;white;6.3;0.17;0.32;4.2;0.04;37;117;0.99182;3.24;0.43;11.3;6
422;white;6.8;0.26;0.24;7.8;0.052;54;214;0.9961;3.13;0.47;8.9;5
423;white;7;0.36;0.14;11.6;0.043;35;228;0.9977;3.13;0.51;8.9;5
424;white;5.9;0.19;0.37;0.8;0.027;3;21;0.9897;3.09;0.31;10.8;5
425;red;8.8;0.6;0.29;2.2;0.098;5;15;0.9988;3.36;0.49;9.1;5
426;white;6.2;0.32;0.12;4.8;0.054;6;97;0.99424;3.16;0.5;9.3;5
427;white;6;0.17;0.29;5;0.028;25;108;0.99076;3.14;0.34;12.3;6
428;red;11.3;0.37;0.5;1.8;0.09;20;47;0.99734;3.15;0.57;10.5;5
429;white;6.9;0.23;0.34;4;0.047;24;128;0.9944;3.2;0.52;9.7;6
430;white;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8
431;red;10.5;0.24;0.42;1.8;0.077;6;22;0.9976;3.21;1.05;10.8;7
432;white;6.8;0.23;0.39;16.1;0.053;71;194;0.9988;3.18;0.64;10.2;6
433;white;6.7;0.27;0.25;8;0.053;54;202;0.9961;3.22;0.43;9.3;5
434;white;6.9;0.12;0.36;2.2;0.037;18;111;0.9919;3.41;0.82;11.9;8
435;red;7.7;0.965;0.1;2.1;0.112;11;22;0.9963;3.26;0.5;9.5;5
436;white;6.6;0.18;0.28;3.3;0.044;18;91;0.993;3.42;0.64;10.8;6
437;red;10.3;0.34;0.52;2.8;0.159;15;75;0.9998;3.18;0.64;9.4;5
438;white;6.8;0.24;0.29;9.5;0.042;56;157;0.99586;3.11;0.51;10.1;6
439;white;7.4;0.4;0.41;14.1;0.053;37;194;0.99886;3.2;0.63;9.4;6
440;white;7.8;0.18;0.31;12.2;0.053;46;140;0.998;3.06;0.53;8.9;6
441;white;6.3;0.41;0.3;3.2;0.03;49;164;0.9927;3.53;0.79;11.7;7
442;red;8.3;0.26;0.42;2;0.08;11;27;0.9974;3.21;0.8;9.4;6
443;red;7.6;0.62;0.32;2.2;0.082;7;54;0.9966;3.36;0.52;9.4;5
444;white;8.3;0.2;0.49;1.7;0.04;34;169;0.9938;3.05;0.37;10.1;5
445;red;8.8;0.24;0.35;1.7;0.055;13;27;0.99394;3.14;0.59;11.3;7
446;white;5.1;0.29;0.28;8.3;0.026;27;107;0.99308;3.36;0.37;11;6
447;white;6.8;0.18;0.28;9.8;0.039;29;113;0.99406;3.11;0.45;10.9;7
448;white;6.6;0.22;0.28;4.9;0.042;51;180;0.9952;3.3;0.75;9.5;6
449;white;7.3;0.32;0.35;1.4;0.05;8;163;0.99244;3.24;0.42;10.7;5
450;red;6.9;0.58;0.2;1.75;0.058;8;22;0.99322;3.38;0.49;11.7;5
451;white;8;0.18;0.49;1.8;0.061;10;145;0.9942;3.23;0.48;10;5
452;white;8.3;0.16;0.48;1.7;0.057;31;98;0.9943;3.15;0.41;10.3;6
453;red;8.2;0.64;0.27;2;0.095;5;77;0.99747;3.13;0.62;9.1;6
454;white;5.8;0.54;0;1.4;0.033;40;107;0.98918;3.26;0.35;12.4;5
455;red;5.4;0.74;0;1.2;0.041;16;46;0.99258;4.01;0.59;12.5;6
456;red;9.9;0.35;0.41;2.3;0.083;11;61;0.9982;3.21;0.5;9.5;5
457;white;7.1;0.2;0.36;11.6;0.042;45;124;0.997;2.92;0.59;9.5;7
458;white;5.9;0.3;0.23;4.2;0.038;42;119;0.9924;3.15;0.5;11;5
459;white;6.1;0.28;0.22;1.8;0.034;32;116;0.9898;3.36;0.44;12.6;6
460;white;7.6;0.27;0.25;13.9;0.05;45;199;0.9984;3.34;0.5;9.8;6
461;white;6.5;0.38;0.34;3.4;0.036;34;200;0.9937;3.14;0.76;10;5
462;white;7.2;0.24;0.3;1.2;0.037;11;95;0.98914;2.96;0.36;12.5;6
463;white;5.7;0.32;0.38;4.75;0.033;23;94;0.991;3.42;0.42;11.8;7
464;white;5.8;0.34;0.21;6.6;0.04;50;167;0.9941;3.29;0.62;10;5
465;red;9.7;0.55;0.17;2.9;0.087;20;53;1.0004;3.14;0.61;9.4;5
466;red;8.9;0.62;0.18;3.8;0.176;52;145;0.9986;3.16;0.88;9.2;5
467;white;6.7;0.3;0.29;2.8;0.025;37;107;0.99159;3.31;0.63;11.3;7
468;white;9.4;0.28;0.3;1.6;0.045;36;139;0.99534;3.11;0.49;9.3;5
469;white;6.1;0.36;0.16;6.4;0.037;36;198;0.9944;3.17;0.62;9.9;6
470;white;6.7;0.33;0.34;6.6;0.067;35;156;0.99542;3.11;0.48;9.3;6
471;red;8.3;0.715;0.15;1.8;0.089;10;52;0.9968;3.23;0.77;9.5;5
472;red;15.5;0.645;0.49;4.2;0.095;10;23;1.00315;2.92;0.74;11.1;5
473;red;9.9;0.53;0.57;2.4;0.093;30;52;0.9971;3.19;0.76;11.6;7
474;red;8.3;0.26;0.37;1.4;0.076;8;23;0.9974;3.26;0.7;9.6;6
475;red;9.2;0.43;0.49;2.4;0.086;23;116;0.9976;3.23;0.64;9.5;5
476;red;8.8;0.46;0.45;2.6;0.065;7;18;0.9947;3.32;0.79;14;6
477;white;9;0.17;0.49;1;0.039;46;131;0.993;3.09;0.51;10.5;7
478;red;7;0.745;0.12;1.8;0.114;15;64;0.99588;3.22;0.59;9.5;6
479;white;7.4;0.16;0.27;15.5;0.05;25;135;0.9984;2.9;0.43;8.7;7
480;red;6.6;0.705;0.07;1.6;0.076;6;15;0.9962;3.44;0.58;10.7;5
481;white;6.8;0.25;0.18;1.4;0.056;13;137;0.9935;3.11;0.42;9.5;5
482;red;9.6;0.32;0.47;1.4;0.056;9;24;0.99695;3.22;0.82;10.3;7
483;red;9.1;0.22;0.24;2.1;0.078;1;28;0.999;3.41;0.87;10.3;6
484;white;6.4;0.3;0.3;2.25;0.038;8;210;0.9937;3.2;0.62;9.9;6
485;white;6.8;0.21;0.31;2.9;0.046;40;121;0.9913;3.07;0.65;10.9;7
486;red;10.8;0.32;0.44;1.6;0.063;16;37;0.9985;3.22;0.78;10;6
487;red;6.3;0.6;0.1;1.6;0.048;12;26;0.99306;3.55;0.51;12.1;5
488;white;7.9;0.18;0.49;5.2;0.051;36;157;0.9953;3.18;0.48;10.6;6
489;red;7.4;0.74;0.07;1.7;0.086;15;48;0.99502;3.12;0.48;10;5
490;white;7;0.24;0.25;1.7;0.042;48;189;0.992;3.25;0.42;11.4;6
491;white;6.9;0.32;0.17;7.6;0.042;69;219;0.9959;3.13;0.4;8.9;5
492;white;6.6;0.24;0.33;10.1;0.032;8;81;0.99626;3.19;0.51;9.8;6
493;white;9.1;0.28;0.49;2;0.059;10;112;0.9958;3.15;0.46;10.1;5
494;white;5.1;0.35;0.26;6.8;0.034;36;120;0.99188;3.38;0.4;11.5;6
495;white;6.7;0.28;0.28;4.5;0.051;14;92;0.99224;3.36;0.58;11.9;6
496;white;6.6;0.25;0.25;1.3;0.04;28;85;0.98984;2.87;0.48;11.2;6
497;white;7.2;0.16;0.26;7.1;0.054;41;224;0.9966;3.38;0.55;10.1;5
498;red;7.3;0.98;0.05;2.1;0.061;20;49;0.99705;3.31;0.55;9.7;3
499;red;8.6;0.52;0.38;1.5;0.096;5;18;0.99666;3.2;0.52;9.4;5
500;white;5.6;0.12;0.33;2.9;0.044;21;73;0.98896;3.17;0.32;12.9;8
501;white;7.3;0.25;0.36;2.1;0.034;30;177;0.99085;3.25;0.4;11.9;8
502;white;7.6;0.18;0.36;2.4;0.049;38;123;0.996;3.6;0.46;10.3;5
503;white;6.5;0.28;0.34;9.9;0.038;30;133;0.9954;3.11;0.44;9.8;5
504;red;6;0.54;0.06;1.8;0.05;38;89;0.99236;3.3;0.5;10.55;6
505;red;7.8;0.61;0.29;1.6;0.114;9;29;0.9974;3.26;1.56;9.1;5
506;red;10.1;0.27;0.54;2.3;0.065;7;26;0.99531;3.17;0.53;12.5;6
507;red;6.8;0.61;0.04;1.5;0.057;5;10;0.99525;3.42;0.6;9.5;5
508;white;6;0.29;0.41;10.8;0.048;55;149;0.9937;3.09;0.59;10.9666666666667;7
509;white;9.8;0.31;0.49;15.4;0.046;13;119;1.0004;3.18;0.45;9.5;5
510;white;6.2;0.32;0.32;2.2;0.036;15;70;0.9899;3.16;0.48;12.7;6
511;white;7.9;0.34;0.44;6.5;0.027;47;126;0.99124;2.96;0.37;12.5;6
512;white;6.6;0.17;0.38;1.5;0.032;28;112;0.9914;3.25;0.55;11.4;7
513;white;7.1;0.46;0.23;13.7;0.045;44;192;0.9981;3.11;0.53;9.4;5
514;white;6.3;0.33;0.42;17.2;0.037;57;170;0.99884;3.26;0.57;9.4;6
515;white;7;0.35;0.31;1.8;0.069;15;162;0.9944;3.18;0.47;9.4;5
516;white;6.3;0.27;0.51;7.6;0.049;35;200;0.99548;3.16;0.54;9.4;4
517;red;7.2;0.48;0.07;5.5;0.089;10;18;0.99684;3.37;0.68;11.2;7
518;red;12.3;0.27;0.49;3.1;0.079;28;46;0.9993;3.2;0.8;10.2;6
519;white;6.6;0.23;0.29;14.45;0.057;29;144;0.99756;3.33;0.54;10.2;6
520;white;6.3;0.27;0.25;5.8;0.038;52;155;0.995;3.28;0.38;9.4;6
521;white;7.2;0.23;0.38;14.3;0.058;55;194;0.9979;3.09;0.44;9;6
522;white;6.4;0.24;0.26;8.2;0.054;47;182;0.99538;3.12;0.5;9.5;5
523;red;9.1;0.795;0;2.6;0.096;11;26;0.9994;3.35;0.83;9.4;6
524;white;6.2;0.3;0.26;13.4;0.046;57;206;0.99775;3.17;0.43;9.5;6
525;white;5.3;0.3;0.16;4.2;0.029;37;100;0.9905;3.3;0.36;11.8;8
526;white;6.6;0.3;0.25;8;0.036;21;124;0.99362;3.06;0.38;10.8;6
527;red;6.8;0.63;0.07;2.1;0.089;11;44;0.9953;3.47;0.55;10.4;6
528;white;7.2;0.22;0.24;1.4;0.041;17;159;0.99196;3.25;0.53;11.2;6
529;white;7.1;0.33;0.64;13.2;0.056;12;105;0.9972;3.05;0.39;9.2;5
530;white;7.6;0.28;0.39;1.9;0.052;23;116;0.9941;3.25;0.4;10.4;6
531;red;6.7;0.48;0.02;2.2;0.08;36;111;0.99524;3.1;0.53;9.7;5
532;white;6.5;0.29;0.52;7.9;0.049;35;192;0.99551;3.16;0.51;9.5;6
533;red;9.7;0.31;0.47;1.6;0.062;13;33;0.9983;3.27;0.66;10;6
534;white;7.1;0.43;0.61;11.8;0.045;54;155;0.9974;3.11;0.45;8.7;5
535;white;6.3;0.2;0.19;12.3;0.048;54;145;0.99668;3.16;0.42;9.3;6
536;red;8.3;0.34;0.4;2.4;0.065;24;48;0.99554;3.34;0.86;11;6
537;white;5;0.24;0.34;1.1;0.034;49;158;0.98774;3.32;0.32;13.1;7
538;white;6.9;0.34;0.74;11.2;0.069;44;150;0.9968;3;0.81;9.2;5
539;white;5.5;0.3;0.25;1.9;0.029;33;118;0.98972;3.36;0.66;12.5;6
540;white;6;0.26;0.42;5.2;0.027;70;178;0.9914;3.4;0.4;12.3;8
541;white;7.4;0.28;0.25;11.9;0.053;25;148;0.9976;3.1;0.62;9.2;5
542;red;8.7;0.82;0.02;1.2;0.07;36;48;0.9952;3.2;0.58;9.8;5
543;white;6.4;0.18;0.32;9.6;0.052;24;90;0.9963;3.35;0.49;9.4;6
544;white;8.1;0.5;0.47;1.1;0.037;23;126;0.9938;3.21;0.42;10.9;5
545;white;7.3;0.31;0.25;6.65;0.032;30;138;0.99244;2.9;0.37;11.1;5
546;white;5.1;0.26;0.34;6.4;0.034;26;99;0.99449;3.23;0.41;9.2;6
547;red;8.2;0.28;0.4;2.4;0.052;4;10;0.99356;3.33;0.7;12.8;7
548;white;8.2;0.37;0.36;1;0.034;17;93;0.9906;3.04;0.32;11.7;8
549;white;6.7;0.31;0.08;1.3;0.038;58;147;0.9922;3.18;0.46;10;5
550;white;8.4;0.2;0.38;11.8;0.055;51;170;1.0004;3.34;0.82;8.9;6
551;white;7.2;0.17;0.28;17.55;0.05;33;154;0.99971;2.94;0.43;9;7
552;white;7.5;0.29;0.67;8.1;0.037;53;166;0.9966;2.9;0.41;8.9;6
553;white;5.8;0.34;0.21;7.2;0.041;48;146;0.99441;3.16;0.49;9.8;5
554;white;9.2;0.32;0.42;1.3;0.046;14;186;0.9949;3.08;0.48;9.6;5
555;white;7.3;0.28;0.54;12.9;0.049;62;152;0.9984;3.06;0.45;9.1;6
556;white;7.5;0.23;0.29;2.6;0.031;24;98;0.99194;3;0.54;10.9;6
557;white;7.4;0.22;0.26;8.8;0.027;23;112;0.9931;2.98;0.41;11.4;6
558;white;5.3;0.23;0.56;0.9;0.041;46;141;0.99119;3.16;0.62;9.7;5
559;white;6;0.31;0.24;3.3;0.041;25;143;0.9914;3.31;0.44;11.3;6
560;red;5.6;0.915;0;2.1;0.041;17;78;0.99346;3.68;0.73;11.4;5
561;white;6.2;0.235;0.34;1.9;0.036;4;117;0.99032;3.4;0.44;12.2;5
562;white;6.9;0.31;0.34;1.6;0.032;23;128;0.9917;3.37;0.47;11.7;6
563;white;7.4;0.31;0.26;8.6;0.048;47;206;0.9964;3.26;0.36;9.1;5
564;white;6.1;0.28;0.27;4.7;0.03;56;140;0.99042;3.16;0.42;12.5;8
565;white;6;0.2;0.26;1.1;0.033;38;67;0.98954;3.14;0.38;11.5;6
566;red;12.7;0.6;0.49;2.8;0.075;5;19;0.9994;3.14;0.57;11.4;5
567;red;11.1;0.45;0.73;3.2;0.066;6;22;0.9986;3.17;0.66;11.2;6
568;white;8.1;0.28;0.49;1;0.04;32;148;0.9936;3.13;0.41;10;6
569;red;12;0.5;0.59;1.4;0.073;23;42;0.998;2.92;0.68;10.5;7
570;white;8.6;0.26;0.41;2.2;0.049;29;111;0.9941;2.96;0.44;10;5
571;white;6.3;0.34;0.29;6.2;0.046;29;227;0.9952;3.29;0.53;10.1;6
572;red;6.1;0.32;0.25;2.3;0.071;23;58;0.99633;3.42;0.97;10.6;5
573;red;10.2;0.36;0.64;2.9;0.122;10;41;0.998;3.23;0.66;12.5;6
574;white;7;0.22;0.32;1.6;0.045;40;120;0.9914;2.98;0.44;10.5;6
575;white;6.7;0.3;0.44;18.5;0.057;65;224;0.99956;3.11;0.53;9.1;5
576;red;7.6;1.58;0;2.1;0.137;5;9;0.99476;3.5;0.4;10.9;3
577;white;6.4;0.4;0.19;3.2;0.033;28;124;0.9904;3.22;0.54;12.7;7
578;white;7.2;0.17;0.41;1.6;0.052;24;126;0.99228;3.19;0.49;10.8;5
579;white;8.8;0.19;0.3;5;0.028;34;120;0.99242;2.94;0.47;11.2;5
580;red;7.2;0.53;0.14;2.1;0.064;15;29;0.99323;3.35;0.61;12.1;6
581;red;9.3;0.775;0.27;2.8;0.078;24;56;0.9984;3.31;0.67;10.6;6
582;white;6.4;0.23;0.3;7.1;0.037;63;236;0.9952;3.06;0.34;9.2;6
583;white;8.3;0.18;0.3;1.1;0.033;20;57;0.99109;3.02;0.51;11;6
584;white;6.9;0.615;0.42;12;0.067;24;131;0.99727;3.19;0.34;9.3;5
585;red;8.3;0.54;0.24;3.4;0.076;16;112;0.9976;3.27;0.61;9.4;5
586;red;7.4;0.61;0.01;2;0.074;13;38;0.99748;3.48;0.65;9.8;5
587;white;8.2;0.18;0.31;11.8;0.039;96;249;0.9976;3.07;0.52;9.5;6
588;white;7.6;0.19;0.41;1.1;0.04;38;143;0.9907;2.92;0.42;11.4;5
589;white;8.5;0.28;0.34;13.8;0.041;32;161;0.9981;3.13;0.4;9.9;6
590;white;6.8;0.18;0.28;9.8;0.039;29;113;0.99406;3.11;0.45;10.9;7
591;white;5.7;0.25;0.26;12.5;0.049;52.5;106;0.99691;3.08;0.45;9.4;6
592;red;7.8;0.735;0.08;2.4;0.092;10;41;0.9974;3.24;0.71;9.8;6
593;white;6.2;0.25;0.54;7;0.046;58;176;0.99454;3.19;0.7;10.4;5
594;red;8;0.18;0.37;0.9;0.049;36;109;0.99007;2.89;0.44;12.7;6
595;white;8.2;0.28;0.42;1.8;0.031;30;93;0.9917;3.09;0.39;11.4;5
596;white;6.8;0.15;0.32;8.8;0.058;24;110;0.9972;3.4;0.4;8.8;6
597;white;8.3;0.2;0.74;4.45;0.044;33;130;0.9924;3.25;0.42;12.2;6
598;red;7.1;0.34;0.28;2;0.082;31;68;0.99694;3.45;0.48;9.4;5
